id,name,description,image,thumbnail,flag,AI_Prompt,Country_Code,Territory/Dependency/PartOf,Region,Subregion,Sub_subregion
570,Saint Martin in 2021,"This was the sentiment in Saint Martin in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/570.png,http://assets.collectiveminds.ai/thumbnail/570.png,http://assets.collectiveminds.ai/flag/MF.svg,3D,MF,France,Americas,Latin America and the Caribbean,Caribbean
571,Saint Pierre and Miquelon in 2021,"This was the sentiment in Saint Pierre and Miquelon in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/571.png,http://assets.collectiveminds.ai/thumbnail/571.png,http://assets.collectiveminds.ai/flag/PM.svg,AR,PM,France,Americas,Northern America,N/A
572,Saint Pierre and Miquelon in 2021,"This was the sentiment in Saint Pierre and Miquelon in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/572.png,http://assets.collectiveminds.ai/thumbnail/572.png,http://assets.collectiveminds.ai/flag/PM.svg,A3,PM,France,Americas,Northern America,N/A
573,Saint Pierre and Miquelon in 2021,"This was the sentiment in Saint Pierre and Miquelon in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/573.png,http://assets.collectiveminds.ai/thumbnail/573.png,http://assets.collectiveminds.ai/flag/PM.svg,3D,PM,France,Americas,Northern America,N/A
574,Saint Vincent and the Grenadines in 2021,"This was the sentiment in Saint Vincent and the Grenadines in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/574.png,http://assets.collectiveminds.ai/thumbnail/574.png,http://assets.collectiveminds.ai/flag/VC.svg,AR,VC,N/A,Americas,Latin America and the Caribbean,Caribbean
575,Saint Vincent and the Grenadines in 2021,"This was the sentiment in Saint Vincent and the Grenadines in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/575.png,http://assets.collectiveminds.ai/thumbnail/575.png,http://assets.collectiveminds.ai/flag/VC.svg,A3,VC,N/A,Americas,Latin America and the Caribbean,Caribbean
576,Saint Vincent and the Grenadines in 2021,"This was the sentiment in Saint Vincent and the Grenadines in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/576.png,http://assets.collectiveminds.ai/thumbnail/576.png,http://assets.collectiveminds.ai/flag/VC.svg,3D,VC,N/A,Americas,Latin America and the Caribbean,Caribbean
577,Samoa in 2021,"This was the sentiment in Samoa in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/577.png,http://assets.collectiveminds.ai/thumbnail/577.png,http://assets.collectiveminds.ai/flag/WS.svg,AR,WS,N/A,Oceania,Polynesia,N/A
578,Samoa in 2021,"This was the sentiment in Samoa in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/578.png,http://assets.collectiveminds.ai/thumbnail/578.png,http://assets.collectiveminds.ai/flag/WS.svg,A3,WS,N/A,Oceania,Polynesia,N/A
579,Samoa in 2021,"This was the sentiment in Samoa in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/579.png,http://assets.collectiveminds.ai/thumbnail/579.png,http://assets.collectiveminds.ai/flag/WS.svg,3D,WS,N/A,Oceania,Polynesia,N/A
580,San Marino in 2021,"This was the sentiment in San Marino in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/580.png,http://assets.collectiveminds.ai/thumbnail/580.png,http://assets.collectiveminds.ai/flag/SM.svg,AR,SM,N/A,Europe,Southern Europe,N/A
581,San Marino in 2021,"This was the sentiment in San Marino in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/581.png,http://assets.collectiveminds.ai/thumbnail/581.png,http://assets.collectiveminds.ai/flag/SM.svg,A3,SM,N/A,Europe,Southern Europe,N/A
582,San Marino in 2021,"This was the sentiment in San Marino in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/582.png,http://assets.collectiveminds.ai/thumbnail/582.png,http://assets.collectiveminds.ai/flag/SM.svg,3D,SM,N/A,Europe,Southern Europe,N/A
583,Sao Tome and Principe in 2021,"This was the sentiment in Sao Tome and Principe in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/583.png,http://assets.collectiveminds.ai/thumbnail/583.png,http://assets.collectiveminds.ai/flag/ST.svg,AR,ST,N/A,Africa,Sub-Saharan Africa,Middle Africa
584,Sao Tome and Principe in 2021,"This was the sentiment in Sao Tome and Principe in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/584.png,http://assets.collectiveminds.ai/thumbnail/584.png,http://assets.collectiveminds.ai/flag/ST.svg,A3,ST,N/A,Africa,Sub-Saharan Africa,Middle Africa
585,Sao Tome and Principe in 2021,"This was the sentiment in Sao Tome and Principe in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/585.png,http://assets.collectiveminds.ai/thumbnail/585.png,http://assets.collectiveminds.ai/flag/ST.svg,3D,ST,N/A,Africa,Sub-Saharan Africa,Middle Africa
586,Saudi Arabia in 2021,"This was the sentiment in Saudi Arabia in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/586.png,http://assets.collectiveminds.ai/thumbnail/586.png,http://assets.collectiveminds.ai/flag/SA.svg,AR,SA,N/A,Asia,Western Asia,N/A
587,Saudi Arabia in 2021,"This was the sentiment in Saudi Arabia in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/587.png,http://assets.collectiveminds.ai/thumbnail/587.png,http://assets.collectiveminds.ai/flag/SA.svg,A3,SA,N/A,Asia,Western Asia,N/A
588,Saudi Arabia in 2021,"This was the sentiment in Saudi Arabia in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/588.png,http://assets.collectiveminds.ai/thumbnail/588.png,http://assets.collectiveminds.ai/flag/SA.svg,3D,SA,N/A,Asia,Western Asia,N/A
589,Senegal in 2021,"This was the sentiment in Senegal in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/589.png,http://assets.collectiveminds.ai/thumbnail/589.png,http://assets.collectiveminds.ai/flag/SN.svg,AR,SN,N/A,Africa,Sub-Saharan Africa,Western Africa
590,Senegal in 2021,"This was the sentiment in Senegal in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/590.png,http://assets.collectiveminds.ai/thumbnail/590.png,http://assets.collectiveminds.ai/flag/SN.svg,A3,SN,N/A,Africa,Sub-Saharan Africa,Western Africa
591,Senegal in 2021,"This was the sentiment in Senegal in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/591.png,http://assets.collectiveminds.ai/thumbnail/591.png,http://assets.collectiveminds.ai/flag/SN.svg,3D,SN,N/A,Africa,Sub-Saharan Africa,Western Africa
592,Serbia in 2021,"This was the sentiment in Serbia in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/592.png,http://assets.collectiveminds.ai/thumbnail/592.png,http://assets.collectiveminds.ai/flag/RS.svg,AR,RS,N/A,Europe,Southern Europe,N/A
593,Serbia in 2021,"This was the sentiment in Serbia in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/593.png,http://assets.collectiveminds.ai/thumbnail/593.png,http://assets.collectiveminds.ai/flag/RS.svg,A3,RS,N/A,Europe,Southern Europe,N/A
594,Serbia in 2021,"This was the sentiment in Serbia in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/594.png,http://assets.collectiveminds.ai/thumbnail/594.png,http://assets.collectiveminds.ai/flag/RS.svg,3D,RS,N/A,Europe,Southern Europe,N/A
595,Seychelles in 2021,"This was the sentiment in Seychelles in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/595.png,http://assets.collectiveminds.ai/thumbnail/595.png,http://assets.collectiveminds.ai/flag/SC.svg,AR,SC,N/A,Africa,Sub-Saharan Africa,Eastern Africa
596,Seychelles in 2021,"This was the sentiment in Seychelles in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/596.png,http://assets.collectiveminds.ai/thumbnail/596.png,http://assets.collectiveminds.ai/flag/SC.svg,A3,SC,N/A,Africa,Sub-Saharan Africa,Eastern Africa
597,Seychelles in 2021,"This was the sentiment in Seychelles in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/597.png,http://assets.collectiveminds.ai/thumbnail/597.png,http://assets.collectiveminds.ai/flag/SC.svg,3D,SC,N/A,Africa,Sub-Saharan Africa,Eastern Africa
598,Sierra Leone in 2021,"This was the sentiment in Sierra Leone in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/598.png,http://assets.collectiveminds.ai/thumbnail/598.png,http://assets.collectiveminds.ai/flag/SL.svg,AR,SL,N/A,Africa,Sub-Saharan Africa,Western Africa
599,Sierra Leone in 2021,"This was the sentiment in Sierra Leone in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/599.png,http://assets.collectiveminds.ai/thumbnail/599.png,http://assets.collectiveminds.ai/flag/SL.svg,A3,SL,N/A,Africa,Sub-Saharan Africa,Western Africa
600,Sierra Leone in 2021,"This was the sentiment in Sierra Leone in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/600.png,http://assets.collectiveminds.ai/thumbnail/600.png,http://assets.collectiveminds.ai/flag/SL.svg,3D,SL,N/A,Africa,Sub-Saharan Africa,Western Africa
601,Singapore in 2021,"This was the sentiment in Singapore in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/601.png,http://assets.collectiveminds.ai/thumbnail/601.png,http://assets.collectiveminds.ai/flag/SG.svg,AR,SG,N/A,Asia,South-eastern Asia,N/A
602,Singapore in 2021,"This was the sentiment in Singapore in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/602.png,http://assets.collectiveminds.ai/thumbnail/602.png,http://assets.collectiveminds.ai/flag/SG.svg,A3,SG,N/A,Asia,South-eastern Asia,N/A
603,Singapore in 2021,"This was the sentiment in Singapore in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/603.png,http://assets.collectiveminds.ai/thumbnail/603.png,http://assets.collectiveminds.ai/flag/SG.svg,3D,SG,N/A,Asia,South-eastern Asia,N/A
604,Sint Maarten in 2021,"This was the sentiment in Sint Maarten in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/604.png,http://assets.collectiveminds.ai/thumbnail/604.png,http://assets.collectiveminds.ai/flag/SX.svg,AR,SX,Netherlands,Americas,Latin America and the Caribbean,Caribbean
605,Sint Maarten in 2021,"This was the sentiment in Sint Maarten in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/605.png,http://assets.collectiveminds.ai/thumbnail/605.png,http://assets.collectiveminds.ai/flag/SX.svg,A3,SX,Netherlands,Americas,Latin America and the Caribbean,Caribbean
606,Sint Maarten in 2021,"This was the sentiment in Sint Maarten in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/606.png,http://assets.collectiveminds.ai/thumbnail/606.png,http://assets.collectiveminds.ai/flag/SX.svg,3D,SX,Netherlands,Americas,Latin America and the Caribbean,Caribbean
607,Slovakia in 2021,"This was the sentiment in Slovakia in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/607.png,http://assets.collectiveminds.ai/thumbnail/607.png,http://assets.collectiveminds.ai/flag/SK.svg,AR,SK,N/A,Europe,Eastern Europe,N/A
608,Slovakia in 2021,"This was the sentiment in Slovakia in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/608.png,http://assets.collectiveminds.ai/thumbnail/608.png,http://assets.collectiveminds.ai/flag/SK.svg,A3,SK,N/A,Europe,Eastern Europe,N/A
609,Slovakia in 2021,"This was the sentiment in Slovakia in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/609.png,http://assets.collectiveminds.ai/thumbnail/609.png,http://assets.collectiveminds.ai/flag/SK.svg,3D,SK,N/A,Europe,Eastern Europe,N/A
610,Slovenia in 2021,"This was the sentiment in Slovenia in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/610.png,http://assets.collectiveminds.ai/thumbnail/610.png,http://assets.collectiveminds.ai/flag/SI.svg,AR,SI,N/A,Europe,Southern Europe,N/A
611,Slovenia in 2021,"This was the sentiment in Slovenia in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/611.png,http://assets.collectiveminds.ai/thumbnail/611.png,http://assets.collectiveminds.ai/flag/SI.svg,A3,SI,N/A,Europe,Southern Europe,N/A
612,Slovenia in 2021,"This was the sentiment in Slovenia in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/612.png,http://assets.collectiveminds.ai/thumbnail/612.png,http://assets.collectiveminds.ai/flag/SI.svg,3D,SI,N/A,Europe,Southern Europe,N/A
613,Solomon Islands in 2021,"This was the sentiment in Solomon Islands in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/613.png,http://assets.collectiveminds.ai/thumbnail/613.png,http://assets.collectiveminds.ai/flag/SB.svg,AR,SB,N/A,Oceania,Melanesia,N/A
614,Solomon Islands in 2021,"This was the sentiment in Solomon Islands in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/614.png,http://assets.collectiveminds.ai/thumbnail/614.png,http://assets.collectiveminds.ai/flag/SB.svg,A3,SB,N/A,Oceania,Melanesia,N/A
615,Solomon Islands in 2021,"This was the sentiment in Solomon Islands in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/615.png,http://assets.collectiveminds.ai/thumbnail/615.png,http://assets.collectiveminds.ai/flag/SB.svg,3D,SB,N/A,Oceania,Melanesia,N/A
616,Somalia in 2021,"This was the sentiment in Somalia in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/616.png,http://assets.collectiveminds.ai/thumbnail/616.png,http://assets.collectiveminds.ai/flag/SO.svg,AR,SO,N/A,Africa,Sub-Saharan Africa,Eastern Africa
617,Somalia in 2021,"This was the sentiment in Somalia in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/617.png,http://assets.collectiveminds.ai/thumbnail/617.png,http://assets.collectiveminds.ai/flag/SO.svg,A3,SO,N/A,Africa,Sub-Saharan Africa,Eastern Africa
618,Somalia in 2021,"This was the sentiment in Somalia in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/618.png,http://assets.collectiveminds.ai/thumbnail/618.png,http://assets.collectiveminds.ai/flag/SO.svg,3D,SO,N/A,Africa,Sub-Saharan Africa,Eastern Africa
619,South Africa in 2021,"This was the sentiment in South Africa in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/619.png,http://assets.collectiveminds.ai/thumbnail/619.png,http://assets.collectiveminds.ai/flag/ZA.svg,AR,ZA,N/A,Africa,Sub-Saharan Africa,Southern Africa
620,South Africa in 2021,"This was the sentiment in South Africa in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/620.png,http://assets.collectiveminds.ai/thumbnail/620.png,http://assets.collectiveminds.ai/flag/ZA.svg,A3,ZA,N/A,Africa,Sub-Saharan Africa,Southern Africa
621,South Africa in 2021,"This was the sentiment in South Africa in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/621.png,http://assets.collectiveminds.ai/thumbnail/621.png,http://assets.collectiveminds.ai/flag/ZA.svg,3D,ZA,N/A,Africa,Sub-Saharan Africa,Southern Africa
622,South Georgia and the South Sandwich Islands in 2021,"This was the sentiment in South Georgia and the South Sandwich Islands in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/622.png,http://assets.collectiveminds.ai/thumbnail/622.png,http://assets.collectiveminds.ai/flag/GS.svg,AR,GS,United Kingdom,Americas,Latin America and the Caribbean,South America
623,South Georgia and the South Sandwich Islands in 2021,"This was the sentiment in South Georgia and the South Sandwich Islands in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/623.png,http://assets.collectiveminds.ai/thumbnail/623.png,http://assets.collectiveminds.ai/flag/GS.svg,A3,GS,United Kingdom,Americas,Latin America and the Caribbean,South America
624,South Georgia and the South Sandwich Islands in 2021,"This was the sentiment in South Georgia and the South Sandwich Islands in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/624.png,http://assets.collectiveminds.ai/thumbnail/624.png,http://assets.collectiveminds.ai/flag/GS.svg,3D,GS,United Kingdom,Americas,Latin America and the Caribbean,South America
625,South Korea in 2021,"This was the sentiment in South Korea in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/625.png,http://assets.collectiveminds.ai/thumbnail/625.png,http://assets.collectiveminds.ai/flag/KR.svg,AR,KR,N/A,Asia,Eastern Asia,N/A
626,South Korea in 2021,"This was the sentiment in South Korea in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/626.png,http://assets.collectiveminds.ai/thumbnail/626.png,http://assets.collectiveminds.ai/flag/KR.svg,A3,KR,N/A,Asia,Eastern Asia,N/A
627,South Korea in 2021,"This was the sentiment in South Korea in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/627.png,http://assets.collectiveminds.ai/thumbnail/627.png,http://assets.collectiveminds.ai/flag/KR.svg,3D,KR,N/A,Asia,Eastern Asia,N/A
628,South Sudan in 2021,"This was the sentiment in South Sudan in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/628.png,http://assets.collectiveminds.ai/thumbnail/628.png,http://assets.collectiveminds.ai/flag/SS.svg,AR,SS,N/A,Africa,Sub-Saharan Africa,Eastern Africa
629,South Sudan in 2021,"This was the sentiment in South Sudan in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/629.png,http://assets.collectiveminds.ai/thumbnail/629.png,http://assets.collectiveminds.ai/flag/SS.svg,A3,SS,N/A,Africa,Sub-Saharan Africa,Eastern Africa
630,South Sudan in 2021,"This was the sentiment in South Sudan in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/630.png,http://assets.collectiveminds.ai/thumbnail/630.png,http://assets.collectiveminds.ai/flag/SS.svg,3D,SS,N/A,Africa,Sub-Saharan Africa,Eastern Africa
631,Spain in 2021,"This was the sentiment in Spain in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/631.png,http://assets.collectiveminds.ai/thumbnail/631.png,http://assets.collectiveminds.ai/flag/ES.svg,AR,ES,N/A,Europe,Southern Europe,N/A
632,Spain in 2021,"This was the sentiment in Spain in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/632.png,http://assets.collectiveminds.ai/thumbnail/632.png,http://assets.collectiveminds.ai/flag/ES.svg,A3,ES,N/A,Europe,Southern Europe,N/A
633,Spain in 2021,"This was the sentiment in Spain in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/633.png,http://assets.collectiveminds.ai/thumbnail/633.png,http://assets.collectiveminds.ai/flag/ES.svg,3D,ES,N/A,Europe,Southern Europe,N/A
634,Sri Lanka in 2021,"This was the sentiment in Sri Lanka in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/634.png,http://assets.collectiveminds.ai/thumbnail/634.png,http://assets.collectiveminds.ai/flag/LK.svg,AR,LK,N/A,Asia,Southern Asia,N/A
635,Sri Lanka in 2021,"This was the sentiment in Sri Lanka in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/635.png,http://assets.collectiveminds.ai/thumbnail/635.png,http://assets.collectiveminds.ai/flag/LK.svg,A3,LK,N/A,Asia,Southern Asia,N/A
636,Sri Lanka in 2021,"This was the sentiment in Sri Lanka in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/636.png,http://assets.collectiveminds.ai/thumbnail/636.png,http://assets.collectiveminds.ai/flag/LK.svg,3D,LK,N/A,Asia,Southern Asia,N/A
637,Sudan in 2021,"This was the sentiment in Sudan in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/637.png,http://assets.collectiveminds.ai/thumbnail/637.png,http://assets.collectiveminds.ai/flag/SD.svg,AR,SD,N/A,Africa,Northern Africa,N/A
638,Sudan in 2021,"This was the sentiment in Sudan in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/638.png,http://assets.collectiveminds.ai/thumbnail/638.png,http://assets.collectiveminds.ai/flag/SD.svg,A3,SD,N/A,Africa,Northern Africa,N/A
639,Sudan in 2021,"This was the sentiment in Sudan in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/639.png,http://assets.collectiveminds.ai/thumbnail/639.png,http://assets.collectiveminds.ai/flag/SD.svg,3D,SD,N/A,Africa,Northern Africa,N/A
640,Suriname in 2021,"This was the sentiment in Suriname in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/640.png,http://assets.collectiveminds.ai/thumbnail/640.png,http://assets.collectiveminds.ai/flag/SR.svg,AR,SR,N/A,Americas,Latin America and the Caribbean,South America
641,Suriname in 2021,"This was the sentiment in Suriname in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/641.png,http://assets.collectiveminds.ai/thumbnail/641.png,http://assets.collectiveminds.ai/flag/SR.svg,A3,SR,N/A,Americas,Latin America and the Caribbean,South America
642,Suriname in 2021,"This was the sentiment in Suriname in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/642.png,http://assets.collectiveminds.ai/thumbnail/642.png,http://assets.collectiveminds.ai/flag/SR.svg,3D,SR,N/A,Americas,Latin America and the Caribbean,South America
643,Svalbard and Jan Mayen in 2021,"This was the sentiment in Svalbard and Jan Mayen in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/643.png,http://assets.collectiveminds.ai/thumbnail/643.png,http://assets.collectiveminds.ai/flag/SJ.svg,AR,SJ,Norway,Europe,Northern Europe,N/A
644,Svalbard and Jan Mayen in 2021,"This was the sentiment in Svalbard and Jan Mayen in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/644.png,http://assets.collectiveminds.ai/thumbnail/644.png,http://assets.collectiveminds.ai/flag/SJ.svg,A3,SJ,Norway,Europe,Northern Europe,N/A
645,Svalbard and Jan Mayen in 2021,"This was the sentiment in Svalbard and Jan Mayen in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/645.png,http://assets.collectiveminds.ai/thumbnail/645.png,http://assets.collectiveminds.ai/flag/SJ.svg,3D,SJ,Norway,Europe,Northern Europe,N/A
646,Sweden in 2021,"This was the sentiment in Sweden in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/646.png,http://assets.collectiveminds.ai/thumbnail/646.png,http://assets.collectiveminds.ai/flag/SE.svg,AR,SE,N/A,Europe,Northern Europe,N/A
647,Sweden in 2021,"This was the sentiment in Sweden in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/647.png,http://assets.collectiveminds.ai/thumbnail/647.png,http://assets.collectiveminds.ai/flag/SE.svg,A3,SE,N/A,Europe,Northern Europe,N/A
648,Sweden in 2021,"This was the sentiment in Sweden in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/648.png,http://assets.collectiveminds.ai/thumbnail/648.png,http://assets.collectiveminds.ai/flag/SE.svg,3D,SE,N/A,Europe,Northern Europe,N/A
649,Switzerland in 2021,"This was the sentiment in Switzerland in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/649.png,http://assets.collectiveminds.ai/thumbnail/649.png,http://assets.collectiveminds.ai/flag/CH.svg,AR,CH,N/A,Europe,Western Europe,N/A
650,Switzerland in 2021,"This was the sentiment in Switzerland in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/650.png,http://assets.collectiveminds.ai/thumbnail/650.png,http://assets.collectiveminds.ai/flag/CH.svg,A3,CH,N/A,Europe,Western Europe,N/A
651,Switzerland in 2021,"This was the sentiment in Switzerland in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/651.png,http://assets.collectiveminds.ai/thumbnail/651.png,http://assets.collectiveminds.ai/flag/CH.svg,3D,CH,N/A,Europe,Western Europe,N/A
652,Syrian Arab Republic in 2021,"This was the sentiment in Syrian Arab Republic in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/652.png,http://assets.collectiveminds.ai/thumbnail/652.png,http://assets.collectiveminds.ai/flag/SY.svg,AR,SY,N/A,Asia,Western Asia,N/A
653,Syrian Arab Republic in 2021,"This was the sentiment in Syrian Arab Republic in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/653.png,http://assets.collectiveminds.ai/thumbnail/653.png,http://assets.collectiveminds.ai/flag/SY.svg,A3,SY,N/A,Asia,Western Asia,N/A
654,Syrian Arab Republic in 2021,"This was the sentiment in Syrian Arab Republic in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/654.png,http://assets.collectiveminds.ai/thumbnail/654.png,http://assets.collectiveminds.ai/flag/SY.svg,3D,SY,N/A,Asia,Western Asia,N/A
655,Taiwan in 2021,"This was the sentiment in Taiwan in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/655.png,http://assets.collectiveminds.ai/thumbnail/655.png,http://assets.collectiveminds.ai/flag/TW.svg,AR,TW,China,Asia,Eastern Asia,N/A
656,Taiwan in 2021,"This was the sentiment in Taiwan in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/656.png,http://assets.collectiveminds.ai/thumbnail/656.png,http://assets.collectiveminds.ai/flag/TW.svg,A3,TW,China,Asia,Eastern Asia,N/A
657,Taiwan in 2021,"This was the sentiment in Taiwan in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/657.png,http://assets.collectiveminds.ai/thumbnail/657.png,http://assets.collectiveminds.ai/flag/TW.svg,3D,TW,China,Asia,Eastern Asia,N/A
658,Tajikistan in 2021,"This was the sentiment in Tajikistan in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/658.png,http://assets.collectiveminds.ai/thumbnail/658.png,http://assets.collectiveminds.ai/flag/TJ.svg,AR,TJ,N/A,Asia,Central Asia,N/A
659,Tajikistan in 2021,"This was the sentiment in Tajikistan in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/659.png,http://assets.collectiveminds.ai/thumbnail/659.png,http://assets.collectiveminds.ai/flag/TJ.svg,A3,TJ,N/A,Asia,Central Asia,N/A
660,Tajikistan in 2021,"This was the sentiment in Tajikistan in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/660.png,http://assets.collectiveminds.ai/thumbnail/660.png,http://assets.collectiveminds.ai/flag/TJ.svg,3D,TJ,N/A,Asia,Central Asia,N/A
661,Tanzania in 2021,"This was the sentiment in Tanzania in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/661.png,http://assets.collectiveminds.ai/thumbnail/661.png,http://assets.collectiveminds.ai/flag/TZ.svg,AR,TZ,N/A,Africa,Sub-Saharan Africa,Eastern Africa
